tenure,monthly_charges,total_charges,contract,internet_service,tech_support,payment_method,churn
63,105.4,7074.78,One year,DSL,No,Mailed check,0
61,65.62,3913.32,Month-to-month,Fiber optic,Yes,Mailed check,0
53,54.69,2989.79,One year,DSL,Yes,Bank transfer,0
8,72.69,708.07,Month-to-month,DSL,No,Electronic check,1
36,91.17,3338.95,One year,No,No,Electronic check,0
48,63.24,3211.37,Month-to-month,DSL,Yes,Electronic check,1
40,113.77,4632.4,Month-to-month,DSL,No,Electronic check,1
16,48.08,755.46,One year,Fiber optic,No,Mailed check,0
20,66.5,1273.22,Two year,No,No,Electronic check,0
50,95.21,5294.93,One year,No,No,Electronic check,0
58,88.29,5326.36,Month-to-month,Fiber optic,No,Credit card,1
38,106.09,3809.67,Month-to-month,DSL,No,Electronic check,0
54,119.67,7052.37,Two year,No,Yes,Electronic check,0
40,61.54,2534.59,Month-to-month,Fiber optic,Yes,Mailed check,1
38,29.34,1206.49,Month-to-month,Fiber optic,No,Bank transfer,0
12,21.1,253.82,Month-to-month,No,Yes,Credit card,0
63,92.14,6376.87,Month-to-month,Fiber optic,No,Credit card,1
10,107.15,1199.99,Month-to-month,DSL,Yes,Bank transfer,1
18,40.51,806.37,Month-to-month,No,Yes,Credit card,0
10,34.16,340.54,Month-to-month,Fiber optic,No,Electronic check,1
45,24.34,1078.28,Two year,DSL,No,Electronic check,0
44,101.92,4373.08,Month-to-month,DSL,No,Bank transfer,0
0,49.76,54.23,Month-to-month,Fiber optic,Yes,Mailed check,1
39,58.97,2210.36,One year,DSL,Yes,Mailed check,0
18,69.28,1370.83,One year,DSL,No,Credit card,0
71,103.62,6778.37,Month-to-month,Fiber optic,Yes,Mailed check,0
71,84.38,5708.02,Two year,No,No,Mailed check,0
60,80.74,4766.15,Month-to-month,Fiber optic,Yes,Mailed check,0
11,35.92,456.43,Two year,Fiber optic,Yes,Mailed check,1
60,70.35,4540.23,Month-to-month,Fiber optic,No,Mailed check,0
32,90.97,3273.75,Month-to-month,Fiber optic,No,Mailed check,1
44,117.27,5717.02,Two year,DSL,No,Mailed check,0
68,38.54,2436.69,One year,No,No,Credit card,0
7,18.97,161.77,Month-to-month,Fiber optic,No,Electronic check,1
24,25.68,635.73,Month-to-month,DSL,No,Mailed check,0
45,56.34,2781.29,Month-to-month,DSL,No,Electronic check,0
29,101.7,2800.38,One year,Fiber optic,Yes,Bank transfer,0
46,18.73,937.14,Month-to-month,DSL,Yes,Electronic check,1
48,64.59,2949.47,Month-to-month,DSL,No,Bank transfer,0
46,51.58,2343.7,Month-to-month,Fiber optic,Yes,Credit card,0
17,23.35,380.69,One year,No,Yes,Electronic check,0
65,63.92,3901.24,Two year,Fiber optic,No,Bank transfer,0
67,43.98,2958.18,One year,DSL,No,Electronic check,0
32,53.89,1891.59,Month-to-month,DSL,No,Credit card,0
35,89.97,3416.2,Two year,Fiber optic,Yes,Electronic check,0
18,71.2,1281.18,One year,DSL,No,Bank transfer,0
27,30.71,799.98,Two year,Fiber optic,No,Mailed check,0
39,116.06,4539.58,Month-to-month,DSL,No,Mailed check,1
14,82.86,1338.17,Month-to-month,No,Yes,Mailed check,0
40,96.12,3618.89,One year,Fiber optic,Yes,Credit card,0
38,26.08,1025.85,Month-to-month,DSL,Yes,Mailed check,0
1,22.8,41.85,Month-to-month,No,Yes,Credit card,1
62,19.98,1251.24,Two year,DSL,Yes,Mailed check,0
28,37.26,999.89,Two year,DSL,Yes,Credit card,0
65,60.27,3643.95,Two year,No,No,Credit card,0
50,113.45,5428.2,One year,DSL,No,Electronic check,0
9,64.62,614.57,Month-to-month,Fiber optic,No,Mailed check,1
13,47.61,636.71,Month-to-month,DSL,Yes,Electronic check,0
50,75.32,3952.92,Month-to-month,DSL,No,Bank transfer,0
38,29.42,1045.26,Month-to-month,DSL,Yes,Mailed check,0
27,80.17,2056.56,Month-to-month,Fiber optic,No,Mailed check,1
2,75.98,213.75,Month-to-month,Fiber optic,No,Mailed check,1
69,98.78,7429.13,One year,DSL,No,Mailed check,0
26,118.64,3285.67,One year,DSL,No,Electronic check,0
1,43.59,91.2,Two year,No,No,Electronic check,1
37,69.98,2590.29,One year,No,No,Credit card,0
2,110.7,313.05,One year,Fiber optic,No,Electronic check,1
15,98.09,1424.41,One year,No,No,Credit card,0
39,67.72,2702.59,Two year,Fiber optic,No,Bank transfer,0
1,114.43,232.26,One year,DSL,No,Electronic check,1
40,23.84,1055.05,Two year,DSL,No,Credit card,0
11,112.96,1459.11,Two year,DSL,No,Mailed check,1
34,23.15,798.05,Two year,No,Yes,Bank transfer,0
64,73.83,4725.6,Month-to-month,Fiber optic,No,Credit card,0
54,108.82,5579.46,Month-to-month,Fiber optic,No,Bank transfer,1
44,44.8,1918.2,Month-to-month,DSL,No,Mailed check,0
61,66.17,4451.8,Month-to-month,Fiber optic,Yes,Mailed check,0
48,51.08,2323.23,Month-to-month,Fiber optic,Yes,Credit card,0
24,115.12,3147.78,Month-to-month,No,No,Credit card,0
22,102.01,2348.45,Month-to-month,DSL,No,Mailed check,0
23,90.32,2148.87,Month-to-month,Fiber optic,Yes,Credit card,1
37,77.94,2768.99,One year,DSL,No,Mailed check,0
27,101.7,2939.6,Month-to-month,Fiber optic,No,Electronic check,1
20,58.01,1208.43,One year,Fiber optic,Yes,Credit card,0
53,63.65,3348.19,One year,DSL,No,Bank transfer,0
17,92.46,1585.9,One year,Fiber optic,Yes,Mailed check,0
35,54.49,1791.56,Two year,DSL,No,Electronic check,0
44,24.52,1107.67,Month-to-month,No,No,Credit card,1
52,25.58,1305.01,Month-to-month,DSL,No,Mailed check,0
29,29.77,930.23,Month-to-month,Fiber optic,No,Electronic check,1
59,106.71,6688.82,Month-to-month,No,No,Credit card,0
31,66.17,2046.34,One year,DSL,No,Mailed check,0
66,90.71,6283.14,Month-to-month,Fiber optic,No,Mailed check,0
66,58.08,3703.54,Month-to-month,Fiber optic,No,Mailed check,1
27,44.39,1299.39,Month-to-month,DSL,No,Credit card,0
43,53.41,2122.59,Month-to-month,Fiber optic,Yes,Electronic check,1
40,99.01,3776.56,One year,Fiber optic,No,Mailed check,0
62,81.77,4888.79,One year,No,No,Electronic check,0
22,113.64,2756.4,Month-to-month,No,Yes,Electronic check,0
47,87.33,3828.3,Month-to-month,Fiber optic,No,Bank transfer,1
31,76.16,2285.07,Month-to-month,Fiber optic,No,Electronic check,1
56,80.24,4444.36,Month-to-month,No,No,Electronic check,1
32,114.12,3396.27,Two year,Fiber optic,No,Electronic check,1
23,98.4,2485.4,Month-to-month,DSL,No,Electronic check,1
38,20.45,807.14,One year,Fiber optic,No,Electronic check,0
33,72.48,2661.8,Two year,No,No,Credit card,0
55,88.21,4476.44,Month-to-month,Fiber optic,No,Bank transfer,0
27,94.37,2521.55,Month-to-month,Fiber optic,No,Mailed check,0
36,39.74,1538.39,Two year,DSL,No,Bank transfer,0
6,106.45,771.25,Two year,No,No,Bank transfer,0
67,115.5,7450.39,Month-to-month,Fiber optic,Yes,Mailed check,1
36,42.14,1589.02,One year,Fiber optic,Yes,Electronic check,0
55,108.03,6405.11,Two year,DSL,No,Mailed check,0
64,27.89,1643.67,Month-to-month,DSL,Yes,Electronic check,0
64,23.68,1606.19,Two year,Fiber optic,No,Mailed check,0
46,31.18,1392.8,Month-to-month,No,No,Credit card,0
19,23.89,520.6,Month-to-month,DSL,Yes,Bank transfer,0
18,104.19,1994.74,Two year,DSL,Yes,Electronic check,0
28,24.02,631.57,Two year,Fiber optic,No,Bank transfer,0
59,45.71,2689.63,Month-to-month,DSL,No,Electronic check,1
17,28.58,562.42,Month-to-month,DSL,No,Mailed check,1
34,48.13,1762.16,One year,Fiber optic,No,Mailed check,0
42,27.24,1124.58,One year,No,Yes,Mailed check,0
10,86.14,961.8,One year,DSL,Yes,Credit card,0
48,31.6,1579.09,Two year,Fiber optic,No,Mailed check,0
37,104.89,3605.85,Two year,DSL,No,Mailed check,0
63,101.35,6069.76,Month-to-month,DSL,No,Credit card,1
68,19.39,1351.76,Month-to-month,DSL,No,Bank transfer,0
7,109.36,857.86,Month-to-month,Fiber optic,No,Bank transfer,1
33,20.95,668.14,One year,DSL,Yes,Electronic check,0
47,42.44,2148.21,One year,Fiber optic,Yes,Bank transfer,0
55,21.3,1190.17,Month-to-month,DSL,No,Electronic check,0
64,52.26,3267.8,Month-to-month,DSL,Yes,Electronic check,1
30,70.41,2035.02,Month-to-month,DSL,Yes,Bank transfer,0
3,99.26,405.87,Month-to-month,No,No,Bank transfer,1
49,52.47,2710.74,Month-to-month,Fiber optic,No,Credit card,1
68,89.96,6417.79,Month-to-month,No,No,Electronic check,0
29,37.13,1051.59,Month-to-month,Fiber optic,Yes,Bank transfer,1
58,94.56,5685.42,Month-to-month,DSL,No,Bank transfer,1
66,42.07,3047.23,One year,Fiber optic,No,Credit card,0
44,32.64,1425.67,Month-to-month,DSL,Yes,Bank transfer,0
3,36.91,139.1,Two year,Fiber optic,Yes,Mailed check,1
25,36.57,1002.57,One year,DSL,No,Mailed check,0
26,70.31,1775.69,One year,DSL,No,Electronic check,0
45,104.17,4555.82,One year,Fiber optic,No,Credit card,0
63,26.12,1538.16,Month-to-month,Fiber optic,Yes,Bank transfer,0
50,90.11,4382.26,Month-to-month,No,No,Electronic check,0
49,84.74,4161.02,Two year,Fiber optic,No,Bank transfer,0
5,107.0,586.04,One year,Fiber optic,No,Mailed check,1
58,42.9,2719.27,Two year,DSL,No,Bank transfer,0
14,63.91,961.27,One year,No,Yes,Bank transfer,0
29,112.43,3432.33,Month-to-month,Fiber optic,No,Bank transfer,1
41,85.32,3491.19,Month-to-month,Fiber optic,Yes,Mailed check,0
36,57.65,2205.5,One year,DSL,Yes,Mailed check,0
41,31.4,1300.81,Month-to-month,Fiber optic,No,Credit card,1
34,44.77,1648.84,Month-to-month,DSL,No,Mailed check,0
5,77.28,493.49,Two year,Fiber optic,Yes,Electronic check,1
67,91.25,6418.26,Month-to-month,No,No,Bank transfer,0
17,30.69,551.46,Month-to-month,No,Yes,Mailed check,0
28,79.16,2425.24,Two year,Fiber optic,No,Electronic check,1
58,74.14,4369.26,Two year,No,No,Mailed check,0
46,70.42,3052.58,Month-to-month,DSL,Yes,Bank transfer,0
16,88.39,1387.33,Two year,No,Yes,Electronic check,0
21,103.42,2479.37,Two year,Fiber optic,No,Mailed check,0
67,50.94,3265.48,Month-to-month,Fiber optic,Yes,Mailed check,0
68,108.68,7972.74,Month-to-month,No,Yes,Electronic check,0
36,34.38,1207.62,Month-to-month,No,No,Credit card,0
48,35.65,1722.67,Month-to-month,DSL,No,Electronic check,1
12,45.21,605.94,Month-to-month,Fiber optic,No,Electronic check,1
33,30.19,956.43,Two year,DSL,Yes,Electronic check,0
52,41.49,2303.31,One year,No,No,Electronic check,0
50,28.85,1527.24,One year,Fiber optic,No,Mailed check,0
2,101.82,308.09,Two year,DSL,Yes,Electronic check,0
41,32.17,1368.95,Two year,Fiber optic,No,Electronic check,0
31,94.22,2777.32,Month-to-month,Fiber optic,Yes,Bank transfer,0
50,22.89,1152.44,Month-to-month,Fiber optic,No,Mailed check,1
45,114.75,4842.04,One year,DSL,No,Bank transfer,0
20,90.54,1828.28,Month-to-month,DSL,No,Mailed check,0
43,18.69,888.2,Month-to-month,Fiber optic,Yes,Credit card,0
10,95.91,1070.74,One year,DSL,Yes,Credit card,0
67,70.44,5022.43,Two year,Fiber optic,No,Mailed check,0
0,97.5,98.94,Month-to-month,Fiber optic,No,Credit card,1
62,71.29,4216.62,One year,DSL,Yes,Credit card,0
23,83.38,2039.06,Month-to-month,Fiber optic,Yes,Mailed check,0
12,98.21,1341.94,One year,Fiber optic,Yes,Electronic check,0
10,59.32,605.33,Month-to-month,Fiber optic,No,Bank transfer,1
50,18.28,991.37,Two year,Fiber optic,Yes,Mailed check,0
16,104.69,1799.45,Month-to-month,Fiber optic,No,Mailed check,0
23,56.85,1229.13,One year,DSL,Yes,Mailed check,0
18,68.6,1308.56,Month-to-month,No,No,Bank transfer,1
36,18.79,680.72,Month-to-month,DSL,Yes,Mailed check,0
7,68.19,523.31,Month-to-month,No,No,Bank transfer,1
27,118.62,3501.55,Month-to-month,Fiber optic,Yes,Bank transfer,0
4,46.38,250.43,Month-to-month,No,Yes,Credit card,1
16,58.33,1043.7,Month-to-month,Fiber optic,No,Electronic check,1
35,88.09,3391.18,One year,DSL,Yes,Credit card,0
18,101.11,2078.15,One year,No,Yes,Mailed check,0
63,60.57,4196.39,Month-to-month,DSL,No,Mailed check,0
10,49.59,503.45,One year,DSL,No,Bank transfer,0
53,113.66,6084.1,Month-to-month,DSL,Yes,Credit card,0
44,87.07,3526.56,Month-to-month,No,No,Bank transfer,1
46,30.14,1418.41,Month-to-month,Fiber optic,No,Credit card,0
11,25.03,325.85,One year,Fiber optic,Yes,Credit card,1
20,67.32,1328.64,Month-to-month,Fiber optic,No,Credit card,0
10,40.45,457.39,Two year,Fiber optic,No,Credit card,1
4,43.91,225.89,Month-to-month,Fiber optic,No,Credit card,1
55,107.52,5612.11,Month-to-month,Fiber optic,Yes,Electronic check,0
19,27.14,514.41,Month-to-month,No,Yes,Mailed check,0
40,90.97,3701.44,Two year,DSL,No,Credit card,0
45,45.66,1969.39,One year,DSL,No,Credit card,0
11,95.55,1166.09,One year,Fiber optic,Yes,Bank transfer,0
69,91.69,6398.46,Two year,Fiber optic,No,Mailed check,0
16,18.75,319.97,Two year,Fiber optic,No,Mailed check,0
18,69.93,1231.54,One year,Fiber optic,No,Mailed check,0
25,32.21,840.35,Month-to-month,DSL,No,Credit card,0
47,106.36,4645.27,Two year,Fiber optic,No,Bank transfer,0
51,106.9,5982.98,Month-to-month,Fiber optic,Yes,Mailed check,0
69,60.67,4113.76,One year,DSL,No,Bank transfer,0
54,63.33,3731.39,One year,Fiber optic,Yes,Electronic check,0
32,48.93,1679.81,One year,DSL,Yes,Electronic check,0
61,91.09,5948.23,Month-to-month,Fiber optic,No,Bank transfer,0
22,54.58,1208.78,One year,DSL,No,Credit card,0
14,45.31,642.64,Two year,No,No,Mailed check,0
26,62.09,1645.16,Month-to-month,Fiber optic,No,Electronic check,1
63,27.33,1582.68,Month-to-month,DSL,No,Electronic check,1
50,94.15,5203.79,One year,Fiber optic,No,Bank transfer,1
52,19.28,998.75,Two year,No,Yes,Credit card,0
50,83.74,4688.04,Month-to-month,Fiber optic,No,Bank transfer,1
46,36.65,1812.62,Month-to-month,No,No,Bank transfer,1
3,41.71,152.84,Month-to-month,DSL,Yes,Bank transfer,1
6,82.83,598.39,Month-to-month,No,No,Bank transfer,1
34,119.28,3983.46,Two year,Fiber optic,No,Bank transfer,0
47,97.33,4432.38,One year,DSL,No,Credit card,0
71,41.04,2811.01,One year,Fiber optic,Yes,Bank transfer,0
44,35.95,1752.37,Month-to-month,No,No,Credit card,1
71,106.36,7657.89,One year,Fiber optic,Yes,Mailed check,0
18,63.31,1243.66,Month-to-month,Fiber optic,No,Mailed check,0
62,31.98,1926.47,Month-to-month,DSL,No,Mailed check,0
37,105.95,4044.58,Month-to-month,Fiber optic,No,Mailed check,1
66,101.24,6579.72,Month-to-month,DSL,Yes,Electronic check,0
58,118.36,6733.43,Month-to-month,DSL,Yes,Credit card,0
68,110.79,7257.65,Month-to-month,Fiber optic,No,Mailed check,1
12,104.88,1338.63,Month-to-month,No,No,Electronic check,1
46,23.36,1133.06,Month-to-month,Fiber optic,No,Credit card,1
60,28.65,1650.5,One year,DSL,No,Electronic check,0
30,76.04,2576.67,Month-to-month,Fiber optic,Yes,Electronic check,1
21,72.21,1469.35,Two year,No,Yes,Bank transfer,0
42,64.71,2771.52,Month-to-month,Fiber optic,Yes,Electronic check,1
66,58.47,3592.36,One year,Fiber optic,Yes,Electronic check,1
53,61.98,3027.4,Two year,No,Yes,Credit card,0
9,76.07,825.01,Two year,Fiber optic,Yes,Electronic check,1
41,18.21,812.3,Two year,DSL,No,Bank transfer,0
63,44.59,2964.57,Month-to-month,DSL,Yes,Mailed check,0
20,70.86,1596.75,Month-to-month,No,No,Mailed check,0
65,91.67,6416.68,Month-to-month,Fiber optic,No,Credit card,1
40,35.76,1509.33,Month-to-month,DSL,No,Credit card,0
23,73.78,1893.73,Month-to-month,Fiber optic,No,Electronic check,1
34,90.87,3110.99,Two year,Fiber optic,No,Credit card,0
55,63.35,3585.03,One year,No,Yes,Electronic check,0
29,20.76,657.22,One year,DSL,Yes,Credit card,0
56,63.83,3336.18,Two year,Fiber optic,Yes,Mailed check,0
46,48.24,2429.91,One year,No,Yes,Mailed check,0
34,112.82,3677.69,One year,Fiber optic,No,Mailed check,1
18,30.71,626.03,One year,DSL,No,Mailed check,0
7,84.55,650.88,Month-to-month,No,No,Electronic check,1
25,23.38,586.82,Month-to-month,Fiber optic,Yes,Electronic check,0
70,63.51,4124.98,Two year,Fiber optic,No,Electronic check,0
29,74.51,2407.82,Two year,Fiber optic,Yes,Mailed check,0
6,48.39,316.68,Two year,DSL,No,Bank transfer,1
66,64.42,4428.4,Month-to-month,No,Yes,Mailed check,0
64,34.68,2319.11,Two year,Fiber optic,Yes,Mailed check,0
35,49.02,1687.48,Month-to-month,Fiber optic,Yes,Bank transfer,0
24,81.35,2231.29,Month-to-month,DSL,No,Bank transfer,1
36,48.78,1647.54,Month-to-month,Fiber optic,Yes,Credit card,1
0,109.77,112.14,Month-to-month,No,Yes,Mailed check,0
14,82.1,1226.46,Month-to-month,Fiber optic,No,Bank transfer,1
36,62.74,2203.21,Month-to-month,No,No,Credit card,0
12,21.95,266.15,Month-to-month,Fiber optic,Yes,Bank transfer,1
7,68.95,577.76,Month-to-month,Fiber optic,No,Bank transfer,1
4,96.01,520.02,One year,Fiber optic,Yes,Credit card,0
59,45.09,2493.05,One year,No,Yes,Mailed check,0
0,100.29,94.15,Month-to-month,Fiber optic,No,Credit card,1
35,43.68,1725.41,Month-to-month,Fiber optic,No,Mailed check,1
34,102.02,3224.36,One year,DSL,No,Bank transfer,0
65,26.7,1765.11,Month-to-month,DSL,No,Credit card,0
62,106.35,6721.64,Month-to-month,Fiber optic,No,Electronic check,1
22,68.92,1510.07,One year,No,No,Bank transfer,0
8,48.25,448.41,Two year,DSL,No,Credit card,0
33,45.04,1667.63,Month-to-month,DSL,No,Bank transfer,1
45,62.07,2826.79,Month-to-month,DSL,Yes,Credit card,0
3,119.9,503.52,Month-to-month,Fiber optic,No,Mailed check,1
29,40.47,1249.57,One year,Fiber optic,No,Electronic check,0
71,28.53,2043.04,Month-to-month,DSL,No,Bank transfer,0
2,77.67,212.03,Month-to-month,Fiber optic,No,Electronic check,1
13,67.83,995.53,Month-to-month,Fiber optic,Yes,Mailed check,0
59,71.47,4170.92,Two year,Fiber optic,No,Credit card,0
44,86.03,3658.03,One year,Fiber optic,Yes,Electronic check,0
33,45.25,1676.43,One year,DSL,No,Credit card,0
44,110.89,5263.01,Two year,Fiber optic,No,Mailed check,0
60,62.44,4160.98,Month-to-month,DSL,Yes,Bank transfer,0
15,31.17,474.4,Two year,DSL,No,Mailed check,0
65,93.71,6600.23,One year,Fiber optic,No,Electronic check,0
39,83.6,3416.04,Month-to-month,DSL,Yes,Electronic check,0
16,50.21,935.77,Two year,Fiber optic,No,Electronic check,1
33,81.39,3014.28,Two year,DSL,No,Credit card,0
15,40.43,708.07,Two year,DSL,No,Bank transfer,0
59,63.37,4145.74,Month-to-month,No,Yes,Electronic check,1
65,109.74,6529.65,Two year,Fiber optic,No,Electronic check,0
65,31.62,2187.55,Two year,Fiber optic,No,Electronic check,0
12,57.44,712.66,Month-to-month,No,No,Mailed check,0
55,101.76,5932.23,Month-to-month,Fiber optic,No,Electronic check,1
30,116.89,3971.9,Month-to-month,Fiber optic,No,Mailed check,1
33,64.3,1984.79,Two year,Fiber optic,No,Electronic check,0
38,69.71,2755.11,One year,DSL,No,Mailed check,0
66,76.36,5356.53,Month-to-month,DSL,No,Credit card,0
7,113.1,860.17,Month-to-month,Fiber optic,Yes,Credit card,1
54,105.54,5485.58,Month-to-month,DSL,No,Mailed check,0
26,35.4,871.76,One year,DSL,No,Bank transfer,0
52,62.55,3045.91,Month-to-month,DSL,No,Bank transfer,0
38,65.33,2627.75,Two year,DSL,No,Mailed check,0
64,98.49,6408.52,One year,DSL,No,Credit card,0
16,79.5,1224.48,One year,DSL,Yes,Mailed check,0
29,84.73,2780.67,Month-to-month,DSL,Yes,Bank transfer,0
52,119.82,6548.65,Month-to-month,DSL,Yes,Mailed check,0
12,25.65,334.48,Month-to-month,Fiber optic,No,Credit card,1
20,40.75,816.85,Month-to-month,DSL,Yes,Bank transfer,0
18,59.61,1168.4,Month-to-month,No,No,Bank transfer,0
52,53.47,2756.92,Two year,No,Yes,Electronic check,0
18,20.21,399.54,Month-to-month,Fiber optic,No,Electronic check,1
56,27.36,1616.46,Month-to-month,Fiber optic,No,Bank transfer,1
24,87.46,2008.41,Month-to-month,Fiber optic,No,Bank transfer,0
30,107.69,3611.64,Month-to-month,DSL,Yes,Mailed check,0
54,70.45,3864.66,Two year,No,No,Credit card,0
22,73.0,1643.05,Month-to-month,DSL,Yes,Bank transfer,0
31,44.02,1536.96,Month-to-month,No,Yes,Credit card,0
61,96.32,5898.04,One year,Fiber optic,Yes,Bank transfer,0
9,94.68,988.69,Month-to-month,DSL,Yes,Credit card,0
71,78.01,5790.99,Month-to-month,Fiber optic,Yes,Electronic check,1
53,39.69,1999.72,Month-to-month,Fiber optic,Yes,Bank transfer,0
51,27.9,1593.31,Month-to-month,DSL,Yes,Mailed check,0
19,24.55,487.43,Month-to-month,Fiber optic,No,Credit card,1
31,78.45,2457.57,Month-to-month,Fiber optic,No,Bank transfer,1
13,102.15,1550.12,Two year,Fiber optic,No,Electronic check,0
49,105.55,5308.36,Month-to-month,DSL,Yes,Electronic check,0
27,65.29,1903.1,One year,DSL,No,Electronic check,0
52,98.0,5553.68,One year,No,No,Electronic check,0
23,114.58,2604.45,Month-to-month,Fiber optic,Yes,Bank transfer,0
21,46.07,946.54,Month-to-month,Fiber optic,No,Mailed check,0
29,58.59,1606.01,Month-to-month,No,No,Credit card,0
62,113.01,7685.12,One year,DSL,No,Mailed check,0
3,52.5,197.42,One year,Fiber optic,No,Credit card,1
58,111.22,6309.68,One year,No,No,Mailed check,0
7,118.07,904.1,Month-to-month,Fiber optic,No,Bank transfer,1
11,85.5,985.9,Two year,DSL,Yes,Bank transfer,0
30,101.32,3246.49,Month-to-month,DSL,Yes,Credit card,0
33,94.45,3502.96,Month-to-month,Fiber optic,No,Bank transfer,0
48,89.35,4228.81,Month-to-month,DSL,Yes,Credit card,0
56,49.31,2758.76,Month-to-month,No,Yes,Mailed check,0
25,23.82,652.91,Month-to-month,DSL,Yes,Bank transfer,0
17,52.99,940.91,One year,DSL,No,Bank transfer,0
37,86.03,3547.7,Two year,DSL,Yes,Credit card,0
49,28.46,1423.92,Two year,Fiber optic,Yes,Credit card,0
7,19.22,149.08,Month-to-month,No,No,Credit card,1
40,32.25,1446.96,One year,Fiber optic,No,Credit card,0
5,91.01,537.95,Month-to-month,No,Yes,Electronic check,1
68,117.22,7653.32,Month-to-month,DSL,No,Credit card,1
43,118.27,4868.44,Month-to-month,DSL,No,Electronic check,1
63,68.39,4810.44,Month-to-month,No,No,Mailed check,0
28,106.67,3249.95,Month-to-month,No,Yes,Credit card,0
27,93.16,2560.83,Month-to-month,No,No,Electronic check,1
10,69.11,809.83,One year,Fiber optic,No,Electronic check,0
64,76.42,5013.8,Two year,Fiber optic,Yes,Electronic check,0
18,32.0,585.79,Month-to-month,DSL,Yes,Bank transfer,0
8,113.64,1072.55,Two year,No,Yes,Electronic check,0
26,53.9,1526.87,One year,DSL,No,Credit card,0
33,63.51,2159.41,Month-to-month,Fiber optic,Yes,Credit card,0
43,86.51,3460.17,One year,Fiber optic,No,Credit card,0
67,52.06,3240.61,Month-to-month,DSL,Yes,Electronic check,0
14,43.93,697.0,Two year,No,No,Electronic check,0
